time,motor,target_rad_s,speed_rad_s,commanded_torque_nm,closure_error_m
0.010000000000000002,p0_m0,8,0.1518006806375691,-0.015,4.584544046189933e-09
0.010000000000000002,p0_m1,0,-8.416776093204248e-07,0.0,4.584544046189933e-09
0.010000000000000002,p0_m2,0,8.416777433825636e-07,0.0,4.584544046189933e-09
0.010000000000000002,p0_m3,0,-2.909588155209968e-06,0.0,4.584544046189933e-09
0.010000000000000002,p1_m0,0,-1.379339324971104e-06,0.0,4.584544046189933e-09
0.010000000000000002,p1_m1,0,-2.2246200323857237e-07,0.0,4.584544046189933e-09
0.010000000000000002,p1_m2,0,2.224620149190373e-07,0.0,4.584544046189933e-09
0.010000000000000002,p1_m3,0,1.3793380811775885e-06,0.0,4.584544046189933e-09
0.010000000000000002,p2_m0,0,5.523914499238293e-07,0.0,4.584544046189933e-09
0.010000000000000002,p2_m1,0,-3.910624400293703e-06,0.0,4.584544046189933e-09
0.010000000000000002,p2_m2,0,3.910624271187678e-06,0.0,4.584544046189933e-09
0.010000000000000002,p2_m3,0,-5.523921643062039e-07,0.0,4.584544046189933e-09
0.010000000000000002,p3_m0,0,2.18012159375408e-06,0.0,4.584544046189933e-09
0.010000000000000002,p3_m1,0,2.2155453354710274e-06,0.0,4.584544046189933e-09
0.010000000000000002,p3_m2,0,-2.2155448849879026e-06,0.0,4.584544046189933e-09
0.010000000000000002,p3_m3,0,-2.1801233738643604e-06,0.0,4.584544046189933e-09
0.02000000000000001,p0_m0,8,-0.20406182057560765,-0.015,2.1010631117395883e-09
0.02000000000000001,p0_m1,0,7.275953126450987e-06,0.0,2.1010631117395883e-09
0.02000000000000001,p0_m2,0,-7.2759527970984295e-06,0.0,2.1010631117395883e-09
0.02000000000000001,p0_m3,0,1.2449808003028066e-05,0.0,2.1010631117395883e-09
0.02000000000000001,p1_m0,0,-1.4016955573161203e-05,0.0,2.1010631117395883e-09
0.02000000000000001,p1_m1,0,6.365135186435127e-06,0.0,2.1010631117395883e-09
0.02000000000000001,p1_m2,0,-6.36513562717787e-06,0.0,2.1010631117395883e-09
0.02000000000000001,p1_m3,0,1.4016951501482876e-05,0.0,2.1010631117395883e-09
0.02000000000000001,p2_m0,0,-1.3032849335598407e-05,0.0,2.1010631117395883e-09
0.02000000000000001,p2_m1,0,4.4349618721522504e-06,0.0,2.1010631117395883e-09
0.02000000000000001,p2_m2,0,-4.434962338009316e-06,0.0,2.1010631117395883e-09
0.02000000000000001,p2_m3,0,1.3032846665407647e-05,0.0,2.1010631117395883e-09
0.02000000000000001,p3_m0,0,8.581025715201649e-06,0.0,2.1010631117395883e-09
0.02000000000000001,p3_m1,0,-1.227237701326862e-05,0.0,2.1010631117395883e-09
0.02000000000000001,p3_m2,0,1.227237865686167e-05,0.0,2.1010631117395883e-09
0.02000000000000001,p3_m3,0,-8.581030822404065e-06,0.0,2.1010631117395883e-09
0.03000000000000002,p0_m0,8,-0.45087315464394606,-0.015,9.103997482416498e-06
0.03000000000000002,p0_m1,0,-0.10467912558635686,0.0,9.103997482416498e-06
0.03000000000000002,p0_m2,0,0.10467910754300448,0.0,9.103997482416498e-06
0.03000000000000002,p0_m3,0,-0.14621070953574208,0.0,9.103997482416498e-06
0.03000000000000002,p1_m0,0,-0.044823349377364145,0.0,9.103997482416498e-06
0.03000000000000002,p1_m1,0,0.043208686798759235,0.0,9.103997482416498e-06
0.03000000000000002,p1_m2,0,-0.04320865063990749,0.0,9.103997482416498e-06
0.03000000000000002,p1_m3,0,0.044823345817125854,0.0,9.103997482416498e-06
0.03000000000000002,p2_m0,0,0.03539978972941118,0.0,9.103997482416498e-06
