time,motor,target_rad_s,speed_rad_s,wheel_speed_rad_s,commanded_torque_nm,closure_error_m,fold_1_rad,body_x_m,body_y_m,mode
0.010000000000000002,p0_m0,0.0,3.7482499674084704e-11,3.7323093615704285e-11,-1.1526385676084985e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p0_m1,0.0,2.1188039378052004e-10,2.2229000393170201e-10,-7.218349810992184e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p0_m2,0.0,-1.9390453842238927e-12,-1.1854126180654849e-11,5.610239137732193e-15,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p0_m3,0.0,1.3380036634353717e-12,8.314729571523572e-12,-3.808540893221364e-15,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p1_m0,0.0,3.8304148572822894e-11,4.6278798571108816e-11,-1.1920531009398237e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p1_m1,0.0,-2.0099985648879627e-12,-1.211129335709771e-11,5.899950364981466e-15,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p1_m2,0.0,-2.1047265213457417e-10,-2.0734960520796255e-10,7.151847193953324e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p1_m3,0.0,-1.0123853699908766e-12,-6.006459829510648e-12,3.0215761690787177e-15,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p2_m0,0.0,-2.0442277265611103e-12,-1.232499280412469e-11,6.009314788268276e-15,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p2_m1,0.0,4.043553739634464e-11,4.878788223416919e-11,-1.2846748673595489e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p2_m2,0.0,-1.0526222242830562e-12,-6.253341816586656e-12,3.1411704628370886e-15,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p2_m3,0.0,-2.1043838431622003e-10,-2.0698175251521174e-10,7.150142259096385e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p3_m0,0.0,2.1192323085084317e-10,2.2274543809430717e-10,-7.220730509240378e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
0.010000000000000002,p3_m1,0.0,3.953882032770351e-11,3.910124160566575e-11,-1.2416686920495386e-13,4.704174112614665e-14,0.5500000000004543,4.0821098414948814e-14,-9.496238625525247e-15,drive
