time,motor,target_rad_s,speed_rad_s,wheel_speed_rad_s,commanded_torque_nm,closure_error_m
0.060000000000000046,p0_m0,8,7.980657485454862,7.98063983007696,5.807270937370479e-05,2.146021111475057e-05
0.060000000000000046,p0_m1,0,-0.10218874967814057,-0.10204537528707887,0.0,2.146021111475057e-05
0.060000000000000046,p0_m2,0,0.10218872867291263,0.10204535435492285,0.0,2.146021111475057e-05
0.060000000000000046,p0_m3,0,-0.10047026243266646,-0.10044500417309549,0.0,2.146021111475057e-05
0.060000000000000046,p1_m0,0,-0.1337803756171783,-0.13327851155168532,0.0,2.146021111475057e-05
0.060000000000000046,p1_m1,0,0.11362711433381698,0.1132205584678265,0.0,2.146021111475057e-05
0.060000000000000046,p1_m2,0,-0.11362707553606073,-0.11322051976327223,0.0,2.146021111475057e-05
0.060000000000000046,p1_m3,0,0.13378036205230703,0.13327849808764963,0.0,2.146021111475057e-05
0.060000000000000046,p2_m0,0,-0.09584487882893396,-0.0956980884004137,0.0,2.146021111475057e-05
0.060000000000000046,p2_m1,0,-0.016554259925814063,-0.016354282334873734,0.0,2.146021111475057e-05
0.060000000000000046,p2_m2,0,0.01655422764391455,0.016354250159764598,0.0,2.146021111475057e-05
0.060000000000000046,p2_m3,0,0.09584482605743129,0.09569803580745376,0.0,2.146021111475057e-05
0.060000000000000046,p3_m0,0,0.11953181111749296,0.11914340223947258,0.0,2.146021111475057e-05
0.060000000000000046,p3_m1,0,-0.016938445497550022,-0.01666223205269932,0.0,2.146021111475057e-05
0.060000000000000046,p3_m2,0,0.01693836204274119,0.016662148785723314,0.0,2.146021111475057e-05
0.060000000000000046,p3_m3,0,-9.86159820229977,-9.859920826773859,0.0,2.146021111475057e-05
0.07000000000000005,p0_m0,8,7.980763784627655,7.98076028533166,5.773480914322615e-05,1.6479132309130566e-05
0.07000000000000005,p0_m1,0,-0.11343209846089233,-0.11336324494025896,0.0,1.6479132309130566e-05
0.07000000000000005,p0_m2,0,0.11343207560271847,0.11336322212459149,0.0,1.6479132309130566e-05
0.07000000000000005,p0_m3,0,-0.10406514523515237,-0.10405631742023828,0.0,1.6479132309130566e-05
0.07000000000000005,p1_m0,0,-0.1561478462170191,-0.1558807490145416,0.0,1.6479132309130566e-05
0.07000000000000005,p1_m1,0,0.13432379528077276,0.13410898772021407,0.0,1.6479132309130566e-05
0.07000000000000005,p1_m2,0,-0.13432375246263617,-0.13410894495084058,0.0,1.6479132309130566e-05
0.07000000000000005,p1_m3,0,0.15614783109047645,0.15588073394257343,0.0,1.6479132309130566e-05
0.07000000000000005,p2_m0,0,-0.10665474584297042,-0.10658159549737754,0.0,1.6479132309130566e-05
0.07000000000000005,p2_m1,0,-0.02188973821092639,-0.02178048771286363,0.0,1.6479132309130566e-05
0.07000000000000005,p2_m2,0,0.021889699641083865,0.021780449200113978,0.0,1.6479132309130566e-05
0.07000000000000005,p2_m3,0,0.10665468582401534,0.10658153557332653,0.0,1.6479132309130566e-05
0.07000000000000005,p3_m0,0,0.14051201818876155,0.14030955874736087,0.0,1.6479132309130566e-05
0.07000000000000005,p3_m1,0,-0.030396519909119908,-0.030247757592313105,0.0,1.6479132309130566e-05
0.07000000000000005,p3_m2,0,0.03039642599219171,0.03024766377259467,0.0,1.6479132309130566e-05
0.07000000000000005,p3_m3,0,-9.673704659874334,-9.67344789744047,0.0,1.6479132309130566e-05
0.08000000000000006,p0_m0,8,7.974516174939285,7.972334000109409,7.689526137084446e-05,1.3096739944649543e-05
0.08000000000000006,p0_m1,0,-0.12020665184688814,-0.12009906632730798,0.0,1.3096739944649543e-05
0.08000000000000006,p0_m2,0,0.12020662731766642,0.1200990417030412,0.0,1.3096739944649543e-05
0.08000000000000006,p0_m3,0,-0.0911223921415592,-0.08952008696473464,0.0,1.3096739944649543e-05
0.08000000000000006,p1_m0,0,-0.19439253153924002,-0.19664968351751827,0.0,1.3096739944649543e-05
0.08000000000000006,p1_m1,0,0.1665318299223487,0.16835411229111585,0.0,1.3096739944649543e-05
0.08000000000000006,p1_m2,0,-0.16653178451443307,-0.16835406694952665,0.0,1.3096739944649543e-05
0.08000000000000006,p1_m3,0,0.1943925123122562,0.19664966379799548,0.0,1.3096739944649543e-05
0.08000000000000006,p2_m0,0,-0.11266944173647454,-0.11257635911242925,0.0,1.3096739944649543e-05
0.08000000000000006,p2_m1,0,-0.039223314368056324,-0.040525065575365476,0.0,1.3096739944649543e-05
0.08000000000000006,p2_m2,0,0.03922326591156348,0.04052501646668959,0.0,1.3096739944649543e-05
0.08000000000000006,p2_m3,0,0.11266937124387094,0.11257628804915595,0.0,1.3096739944649543e-05
0.08000000000000006,p3_m0,0,0.17448784335137035,0.17648242488170404,0.0,1.3096739944649543e-05
0.08000000000000006,p3_m1,0,-0.8215765360200045,-0.9522124509658635,0.0,1.3096739944649543e-05
0.08000000000000006,p3_m2,0,0.06445093803200332,0.06701903065013769,0.0,1.3096739944649543e-05
0.08000000000000006,p3_m3,0,-9.503415157173613,-9.505433050679294,0.0,1.3096739944649543e-05
0.09000000000000007,p0_m0,8,7.959864060035962,7.959083708319734,0.00012633239393176776,3.741455025647598e-05
0.09000000000000007,p0_m1,0,0.02161241772471466,0.022792889960083558,0.0,3.741455025647598e-05
0.09000000000000007,p0_m2,0,-5.3932161704120745,-5.353527349501723,0.0,3.741455025647598e-05
